Token	True Label	Predicted Label
a	O	O
selective	O	O
pattern	O	O
of	O	O
cerebral	O	O
deterioration	O	O
that	O	O
contributes	O	O
to	O	O
impaired	O	O
memory	O	O
performance	O	O
.	O	O

ma	B-chem	O
may	O	O
selectively	O	O
damage	O	O
the	O	O
medial	O	O
temporal	O	O
lobe	O	O
and	O	O
,	O	O
consistent	O	O
with	O	O
metabolic	O	O
studies	O	O
,	O	O
the	O	O
cingulate	O	O
-	O	O
limbic	O	O
cortex	O	O
,	O	O
inducing	O	O
neuroadaptation	O	O
,	O	O
neuropil	O	O
reduction	O	O
,	O	O
or	O	O
cell	O	O
death	O	O
.	O	O

prominent	O	O
white	O	O
-	O	O
matter	O	O
hypertrophy	O	O
may	O	O
result	O	O
from	O	O
altered	O	O
myelination	O	O
and	O	O
adaptive	O	O
glial	O	O
changes	O	O
,	O	O
including	O	O
gliosis	O	O
secondary	O	O
to	O	O
neuronal	O	O
damage	O	O
.	O	O

these	O	O
brain	O	O
substrates	O	O
may	O	O
help	O	O
account	O	O
for	O	O
the	O	O
symptoms	O	O
of	O	O
ma	B-chem	O
abuse	O	O
,	O	O
providing	O	O
therapeutic	O	O
targets	O	O
for	O	O
drug	O	O
-	O	O
induced	O	O
brain	O	O
injury	O	O
.	O	O

disruption	O	O
of	O	O
hepatic	O	O
lipid	O	O
homeostasis	O	O
in	O	O
mice	O	O
after	O	O
amiodarone	B-chem	B-chem
treatment	O	O
is	O	O
associated	O	O
with	O	O
peroxisome	O	O
proliferator	O	O
-	O	O
activated	O	O
receptor	O	O
-	O	O
alpha	O	O
target	O	O
gene	O	O
activation	O	O
.	O	O

amiodarone	B-chem	B-chem
,	O	O
an	O	O
efficacious	O	O
and	O	O
widely	O	O
used	O	O
antiarrhythmic	O	O
agent	O	O
,	O	O
has	O	O
been	O	O
reported	O	O
to	O	O
cause	O	O
hepatotoxicity	O	O
in	O	O
some	O	O
patients	O	O
.	O	O

to	O	O
gain	O	O
insight	O	O
into	O	O
the	O	O
mechanism	O	O
of	O	O
this	O	O
unwanted	O	O
effect	O	O
,	O	O
mice	O	O
were	O	O
administered	O	O
various	O	O
doses	O	O
of	O	O
amiodarone	B-chem	B-chem
and	O	O
examined	O	O
for	O	O
changes	O	O
in	O	O
hepatic	O	O
histology	O	O
and	O	O
gene	O	O
regulation	O	O
.	O	O

amiodarone	B-chem	B-chem
induced	O	O
hepatomegaly	O	O
,	O	O
hepatocyte	O	O
microvesicular	O	O
lipid	O	O
accumulation	O	O
,	O	O
and	O	O
a	O	O
significant	O	O
decrease	O	O
in	O	O
serum	O	O
triglycerides	B-chem	O
and	O	O
glucose	B-chem	B-chem
.	O	O

northern	O	O
blot	O	O
analysis	O	O
of	O	O
hepatic	O	O
rna	O	O
revealed	O	O
a	O	O
dose	O	O
-	O	O
dependent	O	O
increase	O	O
in	O	O
the	O	O
expression	O	O
of	O	O
a	O	O
number	O	O
of	O	O
genes	O	O
critical	O	O
for	O	O
fatty	B-chem	B-chem
acid	I-chem	I-chem
oxidation	O	O
,	O	O
lipoprotein	O	O
assembly	O	O
,	O	O
and	O	O
lipid	O	O
transport	O	O
.	O	O

many	O	O
of	O	O
these	O	O
genes	O	O
are	O	O
regulated	O	O
by	O	O
the	O	O
peroxisome	O	O
proliferator	O	O
-	O	O
activated	O	O
receptor	O	O
-	O	O
alpha	O	O
(	O	O
pparalpha	O	O
)	O	O
,	O	O
a	O	O
ligand	O	O
-	O	O
activated	O	O
nuclear	O	O
hormone	O	O
receptor	O	O
transcription	O	O
factor	O	O
.	O	O

the	O	O
absence	O	O
of	O	O
induction	O	O
of	O	O
these	O	O
genes	O	O
as	O	O
well	O	O
as	O	O
hepatomegaly	O	O
in	O	O
pparalpha	O	O
knockout	O	O
[	O	O
pparalpha	O	O
-	O	O
/	O	O
-	O	O
]	O	O
mice	O	O
indicated	O	O
that	O	O
the	O	O
effects	O	O
of	O	O
amiodarone	B-chem	B-chem
were	O	O
dependent	O	O
upon	O	O
the	O	O
presence	O	O
of	O	O
a	O	O
functional	O	O
pparalpha	O	O
gene	O	O
.	O	O

compared	O	O
to	O	O
wild	O	O
-	O	O
type	O	O
mice	O	O
,	O	O
treatment	O	O
of	O	O
pparalpha	O	O
-	O	O
/	O	O
-	O	O
mice	O	O
with	O	O
amiodarone	B-chem	B-chem
resulted	O	O
in	O	O
an	O	O
increased	O	O
rate	O	O
and	O	O
extent	O	O
of	O	O
total	O	O
body	O	O
weight	O	O
loss	O	O
.	O	O

the	O	O
inability	O	O
of	O	O
amiodarone	B-chem	B-chem
to	O	O
directly	O	O
activate	O	O
either	O	O
human	O	O
or	O	O
mouse	O	O
pparalpha	O	O
transiently	O	O
expressed	O	O
in	O	O
human	O	O
hepg2	O	O
hepatoma	O	O
cells	O	O
indicates	O	O
that	O	O
the	O	O
effects	O	O
of	O	O
amiodarone	B-chem	B-chem
on	O	O
the	O	O
function	O	O
of	O	O
this	O	O
receptor	O	O
were	O	O
indirect	O	O
.	O	O

based	O	O
upon	O	O
these	O	O
results	O	O
,	O	O
we	O	O
conclude	O	O
that	O	O
amiodarone	B-chem	B-chem
disrupts	O	O
hepatic	O	O
lipid	O	O
homeostasis	O	O
and	O	O
that	O	O
the	O	O
increased	O	O
expression	O	O
of	O	O
pparalpha	O	O
target	O	O
genes	O	O
is	O	O
secondary	O	O
to	O	O
this	O	O
toxic	O	O
effect	O	O
.	O	O

these	O	O
results	O	O
provide	O	O
important	O	O
new	O	O
mechanistic	O	O
information	O	O
regarding	O	O
the	O	O
hepatotoxic	O	O
effects	O	O
of	O	O
amiodarone	B-chem	B-chem
and	O	O
indicate	O	O
that	O	O
pparalpha	O	B-chem
protects	O	O
against	O	O
amiodarone	B-chem	B-chem
-	O	O
induced	O	O
hepatotoxicity	O	O
.	O	O

safety	O	O
and	O	O
compliance	O	O
with	O	O
once	O	O
-	O	O
daily	O	O
niacin	B-chem	B-chem
extended	I-chem	O
-	I-chem	O
release	I-chem	O
/	I-chem	O
lovastatin	I-chem	B-chem
as	O	O
initial	O	O
therapy	O	O
in	O	O
the	O	O
impact	O	O
of	O	O
medical	O	O
subspecialty	O	O
on	O	O
patient	O	O
compliance	O	O
to	O	O
treatment	O	O
(	O	O
impact	O	O
)	O	O
study	O	O
.	O	O

niacin	B-chem	B-chem
extended	I-chem	O
-	I-chem	O
release	I-chem	O
/	I-chem	O
lovastatin	I-chem	B-chem
is	O	O
a	O	O
new	O	O
combination	O	O
product	O	O
approved	O	O
for	O	O
treatment	O	O
of	O	O
primary	O	O
hypercholesterolemia	O	O
and	O	O
mixed	O	O
dyslipidemia	O	O
.	O	O

this	O	O
open	O	O
-	O	O
labeled	O	O
,	O	O
multicenter	O	O
study	O	O
evaluated	O	O
the	O	O
safety	O	O
of	O	O
bedtime	O	O
niacin	B-chem	B-chem
extended	I-chem	O
-	I-chem	O
release	I-chem	O
/	I-chem	O
lovastatin	I-chem	B-chem
when	O	O
dosed	O	O
as	O	O
initial	O	O
therapy	O	O
and	O	O
patient	O	O
compliance	O	O
to	O	O
treatment	O	O
in	O	O
various	O	O
clinical	O	O
practice	O	O
settings	O	O
.	O	O

a	O	O
total	O	O
of	O	O
4	O	O
,	O	O
499	O	O
patients	O	O
with	O	O
dyslipidemia	O	O
requiring	O	O
drug	O	O
intervention	O	O
was	O	O
enrolled	O	O
at	O	O
1	O	O
,	O	O
081	O	O
sites	O	O
.	O	O

patients	O	O
were	O	O
treated	O	O
with	O	O
1	O	O
tablet	O	O
(	O	O
500	O	O
mg	O	O
of	O	O
niacin	B-chem	B-chem
extended	O	O
-	O	O
release	O	O
/	O	O
20	O	O
mg	O	O
of	O	O
lovastatin	B-chem	B-chem
)	O	O
once	O	O
nightly	O	O
for	O	O
4	O	O
weeks	O	O
and	O	O
then	O	O
2	O	O
tablets	O	O
for	O	O
8	O	O
weeks	O	O
.	O	O

patients	O	O
also	O	O
received	O	O
dietary	O	O
counseling	O	O
,	O	O
educational	O	O
materials	O	O
,	O	O
and	O	O
reminders	O	O
to	O	O
call	O	O
a	O	O
toll	O	O
-	O	O
free	O	O
number	O	O
that	O	O
provided	O	O
further	O	O
education	O	O
about	O	O
dyslipidemia	O	O
and	O	O
niacin	B-chem	B-chem
extended	I-chem	O
-	I-chem	O
release	I-chem	O
/	I-chem	O
lovastatin	I-chem	B-chem
.	O	O

primary	O	O
end	O	O
points	O	O
were	O	O
study	O	O
compliance	O	O
,	O	O
increases	O	O
in	O	O
liver	O	O
transaminases	O	O
to	O	O
>	O	O
3	O	O
times	O	O
the	O	O
upper	O	O
limit	O	O
of	O	O
normal	O	O
,	O	O
and	O	O
clinical	O	O
myopathy	O	O
.	O	O

final	O	O
study	O	O
status	O	O
was	O	O
available	O	O
for	O	O
4	O	O
,	O	O
217	O	O
patients	O	O
(	O	O
94	O	O
%	O	O
)	O	O
.	O	O

compliance	O	O
to	O	O
niacin	B-chem	B-chem
extended	I-chem	O
-	I-chem	O
release	I-chem	O
/	I-chem	O
lovastatin	I-chem	B-chem
was	O	O
77	O	O
%	O	O
,	O	O
with	O	O
3	O	O
,	O	O
245	O	O
patients	O	O
completing	O	O
the	O	O
study	O	O
.	O	O

patients	O	O
in	O	O
the	O	O
southeast	O	O
and	O	O
those	O	O
enrolled	O	O
by	O	O
endocrinologists	O	O
had	O	O
the	O	O
lowest	O	O
compliance	O	O
and	O	O
highest	O	O
adverse	O	O
event	O	O
rates	O	O
.	O	O

flushing	O	O
was	O	O
the	O	O
most	O	O
common	O	O
adverse	O	O
event	O	O
,	O	O
reported	O	O
by	O	O
18	O	O
%	O	O
of	O	O
patients	O	O
and	O	O
leading	O	O
to	O	O
discontinuation	O	O
by	O	O
6	O	O
%	O	O
.	O	O

incidence	O	O
of	O	O
increased	O	O
aspartate	B-chem	B-chem
aminotransferase	O	O
and	O	O
/	O	O
or	O	O
alanine	B-chem	B-chem
aminotransferase	O	O
>	O	O
3	O	O
times	O	O
the	O	O
upper	O	O
limit	O	O
of	O	O
normal	O	O
was	O	O
<	O	O
0	O	O
.	O	O
3	O	O
%	O	O
.	O	O

an	O	O
increase	O	O
of	O	O
creatine	B-chem	B-chem
phosphokinase	O	O
to	O	O
>	O	O
5	O	O
times	O	O
the	O	O
upper	O	O
limit	O	O
of	O	O
normal	O	O
occurred	O	O
in	O	O
0	O	O
.	O	O
24	O	O
%	O	O
of	O	O
patients	O	O
,	O	O
and	O	O
no	O	O
cases	O	O
of	O	O
drug	O	O
-	O	O
induced	O	O
myopathy	O	O
were	O	O
observed	O	O
.	O	O

niacin	B-chem	B-chem
extended	I-chem	O
-	I-chem	O
release	I-chem	O
/	I-chem	O
lovastatin	I-chem	B-chem
1	O	O
,	O	O
000	O	O
/	O	O
40	O	O
mg	O	O
,	O	O
dosed	O	O
as	O	O
initial	O	O
therapy	O	O
,	O	O
was	O	O
associated	O	O
with	O	O
good	O	O
compliance	O	O
and	O	O
safety	O	O
and	O	O
had	O	O
very	O	O
low	O	O
incidences	O	O
of	O	O
increased	O	O
liver	O	O
and	O	O
muscle	O	O
enzymes	O	O
.	O	O

protective	O	O
effect	O	O
of	O	O
terminalia	B-chem	O
chebula	I-chem	O
against	O	O
experimental	O	O
myocardial	O	O
injury	O	O
induced	O	O
by	O	O
isoproterenol	B-chem	B-chem
.	O	O

cardioprotective	O	O
effect	O	O
of	O	O
ethanolic	B-chem	B-chem
extract	I-chem	I-chem
of	I-chem	O
terminalia	I-chem	O
chebula	I-chem	O
fruits	I-chem	O
(	O	O
500	O	O
mg	O	O
/	O	O
kg	O	O
body	O	O
wt	O	O
)	O	O
was	O	O
examined	O	O
in	O	O
isoproterenol	B-chem	B-chem
(	O	O
200	O	O
mg	O	O
/	O	O
kg	O	O
body	O	O
wt	O	O
)	O	O
induced	O	O
myocardial	O	O
damage	O	O
in	O	O
rats	O	O
.	O	O

in	O	O
isoproterenol	B-chem	B-chem
administered	O	O
rats	O	O
,	O	O
the	O	O
level	O	O
of	O	O
lipid	O	O
peroxides	B-chem	O
increased	O	O
significantly	O	O
in	O	O
the	O	O
serum	O	O
and	O	O
heart	O	O
.	O	O

a	O	O
significant	O	O
decrease	O	O
was	O	O
observed	O	O
in	O	O
the	O	O
activity	O	O
of	O	O
the	O	O
myocardial	O	O
marker	O	O
enzymes	O	O
with	O	O
a	O	O
concomitant	O	O
increase	O	O
in	O	O
their	O	O
activity	O	O
in	O	O
serum	O	O
.	O	O

histopathological	O	O
examination	O	O
was	O	O
carried	O	O
out	O	O
to	O	O
confirm	O	O
the	O	O
myocardial	O	O
necrosis	O	O
.	O	O

t	B-chem	O
.	I-chem	O
chebula	I-chem	B-chem
extract	I-chem	I-chem
pretreatment	O	O
was	O	O
found	O	O
to	O	O
ameliorate	O	O
the	O	O
effect	O	O
of	O	O
isoproterenol	B-chem	B-chem
on	O	O
lipid	O	O
peroxide	B-chem	O
formation	O	O
and	O	O
retained	O	O
the	O	O
activities	O	O
of	O	O
the	O	O
diagnostic	O	O
marker	O	O
enzymes	O	O
.	O	O

a	O	O
case	O	O
of	O	O
postoperative	O	O
anxiety	O	O
due	O	O
to	O	O
low	O	O
dose	O	O
droperidol	B-chem	B-chem
used	O	O
with	O	O
patient	O	O
-	O	O
controlled	O	O
analgesia	O	O
.	O	O

a	O	O
multiparous	O	O
woman	O	O
in	O	O
good	O	O
psychological	O	O
health	O	O
underwent	O	O
urgent	O	O
caesarean	O	O
section	O	O
in	O	O
labour	O	O
.	O	O

postoperatively	O	O
,	O	O
she	O	O
was	O	O
given	O	O
a	O	O
patient	O	O
-	O	O
controlled	O	O
analgesia	O	O
device	O	O
delivering	O	O
boluses	O	O
of	O	O
diamorphine	B-chem	B-chem
0	O	O
.	O	O
5	O	O
mg	O	O
and	O	O
droperidol	B-chem	B-chem
0	O	O
.	O	O
025	O	O
mg	O	O
.	O	O

whilst	O	O
using	O	O
the	O	O
device	O	O
she	O	O
gradually	O	O
became	O	O
anxious	O	O
,	O	O
the	O	O
feeling	O	O
worsening	O	O
after	O	O
each	O	O
bolus	O	O
.	O	O

the	O	O
diagnosis	O	O
of	O	O
droperidol	B-chem	B-chem
-	O	O
induced	O	O
psychological	O	O
disturbance	O	O
was	O	O
not	O	O
made	O	O
straight	O	O
away	O	O
although	O	O
on	O	O
subsequent	O	O
close	O	O
questioning	O	O
the	O	O
patient	O	O
gave	O	O
a	O	O
very	O	O
clear	O	O
history	O	O
.	O	O

after	O	O
she	O	O
had	O	O
received	O	O
a	O	O
total	O	O
of	O	O
only	O	O
0	O	O
.	O	O
9	O	O
mg	O	O
droperidol	B-chem	B-chem
,	O	O
a	O	O
syringe	O	O
containing	O	O
diamorphine	B-chem	B-chem
only	O	O
was	O	O
substituted	O	O
and	O	O
her	O	O
unease	O	O
resolved	O	O
completely	O	O
.	O	O

we	O	O
feel	O	O
that	O	O
,	O	O
although	O	O
the	O	O
dramatic	O	O
extrapyramidal	O	O
side	O	O
effects	O	O
of	O	O
dopaminergic	O	O
antiemetics	O	O
are	O	O
well	O	O
known	O	O
,	O	O
more	O	O
subtle	O	O
manifestations	O	O
may	O	O
easily	O	O
be	O	O
overlooked	O	O
.	O	O

accurate	O	O
patient	O	O
history	O	O
contributes	O	O
to	O	O
differentiating	O	O
diabetes	O	O
insipidus	O	O
:	O	O
a	O	O
case	O	O
study	O	O
.	O	O

this	O	O
case	O	O
study	O	O
highlights	O	O
the	O	O
important	O	O
contribution	O	O
of	O	O
nursing	O	O
in	O	O
obtaining	O	O
an	O	O
accurate	O	O
health	O	O
history	O	O
.	O	O

the	O	O
case	O	O
discussed	O	O
herein	O	O
initially	O	O
appeared	O	O
to	O	O
be	O	O
neurogenic	O	O
diabetes	O	O
insipidus	O	O
(	O	O
di	O	O
)	O	O
secondary	O	O
to	O	O
a	O	O
traumatic	O	O
brain	O	O
injury	O	O
.	O	O

the	O	O
nursing	O	O
staff	O	O
,	O	O
by	O	O
reviewing	O	O
the	O	O
patient	O	O
'	O	O
s	O	O
health	O	O
history	O	O
with	O	O
his	O	O
family	O	O
,	O	O
discovered	O	O
a	O	O
history	O	O
of	O	O
polydipsia	O	O
and	O	O
long	O	O
-	O	O
standing	O	O
lithium	B-chem	B-chem
use	O	O
.	O	O

lithium	B-chem	B-chem
is	O	O
implicated	O	O
in	O	O
drug	O	O
-	O	O
induced	O	O
nephrogenic	O	O
di	O	O
,	O	O
and	O	O
because	O	O
the	O	O
patient	O	O
had	O	O
not	O	O
received	O	O
lithium	B-chem	B-chem
since	O	O
being	O	O
admitted	O	O
to	O	O
the	O	O
hospital	O	O
,	O	O
his	O	O
treatment	O	O
changed	O	O
to	O	O
focus	O	O
on	O	O
nephrogenic	O	O
di	O	O
.	O	O

by	O	O
combining	O	O
information	O	O
from	O	O
the	O	O
patient	O	O
history	O	O
,	O	O
the	O	O
physical	O	O
examination	O	O
,	O	O
and	O	O
radiologic	O	O
and	O	O
laboratory	O	O
studies	O	O
,	O	O
the	O	O
critical	O	O
care	O	O
team	O	O
demonstrated	O	O
that	O	O
the	O	O
patient	O	O
had	O	O
been	O	O
self	O	O
-	O	O
treating	O	O
his	O	O
lithium	B-chem	B-chem
-	O	O
induced	O	O
nephrogenic	O	O
di	O	O
and	O	O
developed	O	O
neurogenic	O	O
di	O	O
secondary	O	O
to	O	O
brain	O	O
trauma	O	O
.	O	O

thus	O	O
successful	O	O
treatment	O	O
required	O	O
that	O	O
nephrogenic	O	O
and	O	O
neurogenic	O	O
di	O	O
be	O	O
treated	O	O
concomitantly	O	O
.	O	O

factors	O	O
contributing	O	O
to	O	O
ribavirin	B-chem	B-chem
-	O	O
induced	O	O
anemia	O	O
.	O	O

background	O	O
and	O	O
aim	O	O
:	O	O

interferon	B-chem	B-chem
and	O	O
ribavirin	B-chem	B-chem
combination	O	O
therapy	O	O
for	O	O
chronic	O	O
hepatitis	O	O
c	O	O
produces	O	O
hemolytic	O	O
anemia	O	O
.	O	O

this	O	O
study	O	O
was	O	O
conducted	O	O
to	O	O
identify	O	O
the	O	O
factors	O	O
contributing	O	O
to	O	O
ribavirin	B-chem	B-chem
-	O	O
induced	O	O
anemia	O	O
.	O	O

methods	O	O
:	O	O

eighty	O	O
-	O	O
eight	O	O
patients	O	O
with	O	O
chronic	O	O
hepatitis	O	O
c	O	O
who	O	O
received	O	O
interferon	B-chem	B-chem
-	I-chem	I-chem
alpha	I-chem	I-chem
-	I-chem	I-chem
2b	I-chem	I-chem
at	O	O
a	O	O
dose	O	O
of	O	O
6	O	O
mu	O	O
administered	O	O
intramuscularly	O	O
for	O	O
24	O	O
weeks	O	O
in	O	O
combination	O	O
with	O	O
ribavirin	B-chem	B-chem
administered	O	O
orally	O	O
at	O	O
a	O	O
dose	O	O
of	O	O
600	O	O
mg	O	O
or	O	O
800	O	O
mg	O	O
participated	O	O
in	O	O
the	O	O
study	O	O
.	O	O

a	O	O
hemoglobin	O	O
concentration	O	O
of	O	O
<	O	O
10	O	O
g	O	O
/	O	O
dl	O	O
was	O	O
defined	O	O
as	O	O
ribavirin	B-chem	B-chem
-	O	O
induced	O	O
anemia	O	O
.	O	O

results	O	O
:	O	O

ribavirin	B-chem	B-chem
-	O	O
induced	O	O
anemia	O	O
occurred	O	O
in	O	O
18	O	O
(	O	O
20	O	O
.	O	O
5	O	O
%	O	O
)	O	O
patients	O	O
during	O	O
treatment	O	O
.	O	O

a	O	O
2	O	O
g	O	O
/	O	O
dl	O	O
decrease	O	O
in	O	O
hemoglobin	O	O
concentrations	O	O
in	O	O
patients	O	O
with	O	O
anemia	O	O
was	O	O
observed	O	O
at	O	O
week	O	O
2	O	O
after	O	O
the	O	O
start	O	O
of	O	O
treatment	O	O
.	O	O

the	O	O
hemoglobin	O	O
concentration	O	O
in	O	O
patients	O	O
with	O	O
>	O	O
or	O	O
=	O	O
2	O	O
g	O	O
/	O	O
dl	O	O
decrease	O	O
at	O	O
week	O	O
2	O	O
was	O	O
observed	O	O
to	O	O
be	O	O
significantly	O	O
lower	O	O
even	O	O
after	O	O
week	O	O
2	O	O
than	O	O
in	O	O
patients	O	O
with	O	O
<	O	O
2	O	O
g	O	O
/	O	O
dl	O	O
decrease	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
.	O	O

a	O	O
significant	O	O
relationship	O	O
was	O	O
observed	O	O
between	O	O
the	O	O
rate	O	O
of	O	O
reduction	O	O
of	O	O
hemoglobin	O	O
concentrations	O	O
at	O	O
week	O	O
2	O	O
and	O	O
the	O	O
severity	O	O
of	O	O
anemia	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
.	O	O

such	O	O
factors	O	O
as	O	O
sex	O	O
(	O	O
female	O	O
)	O	O
,	O	O
age	O	O
(	O	O
>	O	O
or	O	O
=	O	O
60	O	O
years	O	O
old	O	O
)	O	O
,	O	O
and	O	O
the	O	O
ribavirin	B-chem	B-chem
dose	O	O
by	O	O
body	O	O
weight	O	O
(	O	O
12	O	O
mg	O	O
/	O	O
kg	O	O
or	O	O
more	O	O
)	O	O
were	O	O
significant	O	O
by	O	O
univariate	O	O
analysis	O	O
.	O	O

conclusions	O	O
:	O	O

careful	O	O
administration	O	O
is	O	O
necessary	O	O
in	O	O
patients	O	O
>	O	O
or	O	O
=	O	O
60	O	O
years	O	O
old	O	O
,	O	O
in	O	O
female	O	O
patients	O	O
,	O	O
and	O	O
in	O	O
patients	O	O
receiving	O	O
a	O	O
ribavirin	B-chem	B-chem
dose	O	O
of	O	O
12	O	O
mg	O	O
/	O	O
kg	O	O
or	O	O
more	O	O
.	O	O

patients	O	O
who	O	O
experience	O	O
a	O	O
fall	O	O
in	O	O
hemoglobin	O	O
concentrations	O	O
of	O	O
2	O	O
g	O	O
/	O	O
dl	O	O
or	O	O
more	O	O
at	O	O
week	O	O
2	O	O
after	O	O
the	O	O
start	O	O
of	O	O
treatment	O	O
should	O	O
be	O	O
monitored	O	O
with	O	O
particular	O	O
care	O	O
.	O	O

oxidative	O	O
damage	O	O
precedes	O	O
nitrative	O	O
damage	O	O
in	O	O
adriamycin	B-chem	B-chem
-	O	O
induced	O	O
cardiac	O	O
mitochondrial	O	O
injury	O	O
.	O	O

the	O	O
purpose	O	O
of	O	O
the	O	O
present	O	O
study	O	O
was	O	O
to	O	O
determine	O	O
if	O	O
elevated	O	O
reactive	O	O
oxygen	B-chem	B-chem
(	O	O
ros	O	O
)	O	O
/	O	O
nitrogen	B-chem	B-chem
species	O	O
(	O	O
rns	O	O
)	O	O
reported	O	O
to	O	O
be	O	O
present	O	O
in	O	O
adriamycin	B-chem	B-chem
(	O	O
adr	B-chem	B-chem
)	O	O
-	O	O
induced	O	O
cardiotoxicity	O	O
actually	O	O
resulted	O	O
in	O	O
cardiomyocyte	O	O
oxidative	O	O
/	O	O
nitrative	O	O
damage	O	O
,	O	O
and	O	O
to	O	O
quantitatively	O	O
determine	O	O
the	O	O
time	O	O
course	O	O
and	O	O
subcellular	O	O
localization	O	O
of	O	O
these	O	O
postulated	O	O
damage	O	O
products	O	O
using	O	O
an	O	O
in	O	O
vivo	O	O
approach	O	O
.	O	O

b6c3	O	O
mice	O	O
were	O	O
treated	O	O
with	O	O
a	O	O
single	O	O
dose	O	O
of	O	O
20	O	O
mg	O	O
/	O	O
kg	O	O
adr	B-chem	B-chem
.	O	O

ultrastructural	O	O
damage	O	O
and	O	O
levels	O	O
of	O	O
4	B-chem	B-chem
-	I-chem	I-chem
hydroxy	I-chem	I-chem
-	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
nonenal	I-chem	I-chem
(	O	O
4hne	B-chem	O
)	O	O
-	O	O
protein	O	O
adducts	O	O
and	O	O
3	B-chem	B-chem
-	I-chem	I-chem
nitrotyrosine	I-chem	I-chem
(	O	O
3nt	B-chem	O
)	O	O
were	O	O
analyzed	O	O
.	O	O

quantitative	O	O
ultrastructural	O	O
damage	O	O
using	O	O
computerized	O	O
image	O	O
techniques	O	O
showed	O	O
cardiomyocyte	O	O
injury	O	O
as	O	O
early	O	O
as	O	O
3	O	O
hours	O	O
,	O	O
with	O	O
mitochondria	O	O
being	O	O
the	O	O
most	O	O
extensively	O	O
and	O	O
progressively	O	O
injured	O	O
subcellular	O	O
organelle	O	O
.	O	O

analysis	O	O
of	O	O
4hne	B-chem	O
protein	O	O
adducts	O	O
by	O	O
immunogold	O	O
electron	O	O
microscopy	O	O
showed	O	O
appearance	O	O
of	O	O
4hne	B-chem	O
protein	O	O
adducts	O	O
in	O	O
mitochondria	O	O
as	O	O
early	O	O
as	O	O
3	O	O
hours	O	O
,	O	O
with	O	O
a	O	O
peak	O	O
at	O	O
6	O	O
hours	O	O
and	O	O
subsequent	O	O
decline	O	O
at	O	O
24	O	O
hours	O	O
.	O	O

3nt	B-chem	O
levels	O	O
were	O	O
significantly	O	O
increased	O	O
in	O	O
all	O	O
subcellular	O	O
compartments	O	O
at	O	O
6	O	O
hours	O	O
and	O	O
subsequently	O	O
declined	O	O
at	O	O
24	O	O
hours	O	O
.	O	O

our	O	O
data	O	O
showed	O	O
adr	B-chem	B-chem
induced	O	O
4hne	B-chem	O
-	O	O
protein	O	O
adducts	O	O
in	O	O
mitochondria	O	O
at	O	O
the	O	O
same	O	O
time	O	O
point	O	O
as	O	O
when	O	O
mitochondrial	O	O
injury	O	O
initially	O	O
appeared	O	O
.	O	O

these	O	O
results	O	O
document	O	O
for	O	O
the	O	O
first	O	O
time	O	O
in	O	O
vivo	O	O
that	O	O
mitochondrial	O	O
oxidative	O	O
damage	O	O
precedes	O	O
nitrative	O	O
damage	O	O
.	O	O

the	O	O
progressive	O	O
nature	O	O
of	O	O
mitochondrial	O	O
injury	O	O
suggests	O	O
that	O	O
mitochondria	O	O
,	O	O
not	O	O
other	O	O
subcellular	O	O
organelles	O	O
,	O	O
are	O	O
the	O	O
major	O	O
site	O	O
of	O	O
intracellular	O	O
injury	O	O
.	O	O

sotalol	B-chem	B-chem
-	O	O
induced	O	O
coronary	O	O
spasm	O	O
in	O	O
a	O	O
patient	O	O
with	O	O
dilated	O	O
cardiomyopathy	O	O
associated	O	O
with	O	O
sustained	O	O
ventricular	O	O
tachycardia	O	O
.	O	O

a	O	O
54	O	O
-	O	O
year	O	O
-	O	O
old	O	O
man	O	O
with	O	O
severe	O	O
left	O	O
ventricular	O	O
dysfunction	O	O
due	O	O
to	O	O
dilated	O	O
cardiomyopathy	O	O
was	O	O
referred	O	O
to	O	O
our	O	O
hospital	O	O
for	O	O
symptomatic	O	O
incessant	O	O
sustained	O	O
ventricular	O	O
tachycardia	O	O
(	O	O
vt	O	O
)	O	O
.	O	O

after	O	O
the	O	O
administration	O	O
of	O	O
nifekalant	B-chem	B-chem
hydrochloride	I-chem	I-chem
,	O	O
sustained	O	O
vt	O	O
was	O	O
terminated	O	O
.	O	O

an	O	O
alternate	O	O
class	O	O
iii	O	O
agent	O	O
,	O	O
sotalol	B-chem	B-chem
,	O	O
was	O	O
also	O	O
effective	O	O
for	O	O
the	O	O
prevention	O	O
of	O	O
vt	O	O
.	O	O

however	O	O
,	O	O
one	O	O
month	O	O
after	O	O
switching	O	O
over	O	O
nifekalant	B-chem	O
to	O	O
sotalol	B-chem	B-chem
,	O	O
a	O	O
short	O	O
duration	O	O
of	O	O
st	O	O
elevation	O	O
was	O	O
documented	O	O
in	O	O
ecg	O	O
monitoring	O	O
at	O	O
almost	O	O
the	O	O
same	O	O
time	O	O
for	O	O
three	O	O
consecutive	O	O
days	O	O
.	O	O

st	O	O
elevation	O	O
with	O	O
chest	O	O
